tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
15716,note_on,,,,,56,0,1,,,,,0,,,73,0
15716,note_on,,,,,56,0,2,,,,,0,,,61,0
15720,note_on,,,,,4,0,2,,,,,0,,,62,70
15720,note_on,,,,,4,0,1,,,,,0,,,74,70
15776,note_on,,,,,56,0,1,,,,,0,,,74,0
15776,note_on,,,,,56,0,2,,,,,0,,,62,0
15780,note_on,,,,,4,0,2,,,,,0,,,64,70
15780,note_on,,,,,4,0,1,,,,,0,,,76,70
15836,note_on,,,,,56,0,1,,,,,0,,,76,0
15836,note_on,,,,,56,0,2,,,,,0,,,64,0
15840,note_on,,,,,4,0,2,,,,,0,,,65,70
15840,note_on,,,,,4,0,1,,,,,0,,,77,70
15896,note_on,,,,,56,0,1,,,,,0,,,77,0
15896,note_on,,,,,56,0,2,,,,,0,,,65,0
15900,note_on,,,,,4,0,2,,,,,0,,,70,70
15900,note_on,,,,,4,0,1,,,,,0,,,82,70
15956,note_on,,,,,56,0,1,,,,,0,,,82,0
15956,note_on,,,,,56,0,2,,,,,0,,,70,0
15960,note_on,,,,,4,0,1,,,,,0,,,81,70
